mun_poly_fid,mun_poly_bdr_line_distm,mun_poly_bdr_line_rankn,mun_poly_bdr_line_fromx,mun_poly_bdr_line_fromy,mun_poly_bdr_line_nearx,mun_poly_bdr_line_neary,mun_poly_bdr_line_angle,mun_poly_codi,mun_poly_nome,mun_poly_lenm,mun_poly_arm2,mun_poly_cenx,mun_poly_ceny,mun_seat_codi,mun_seat_fid,mun_seat_nome,mun_seat_cap_poly_name,mun_seat_cap_poly_code,mun_seat_cap_poly_abbr,mun_seat_cap_poly_dnam,mun_seat_cap_poly_limt,mun_seat_cap_poly_type,mun_seat_pntx,mun_seat_pnty,mun_seat_cap_poly_fid,mun_seat_cap_poly_lenm,mun_seat_cap_poly_arm2,mun_seat_cap_poly_cenx,mun_seat_cap_poly_ceny,mun_seat_cap_don_death_year,mun_seat_cap_don_death_type,mun_seat_cap_don_letter_date,mun_seat_cap_foral_date,mun_seat_cap_otherdocs_date,mun_seat_cap_grant_date,mun_seat_cap_trnsfr_year,mun_seat_cap_crown_year,mun_seat_cap_settle_year,mun_seat_cap_pop1536_prtgs,mun_seat_cap_pop1546_prtgs,mun_seat_cap_pop1546_afrcns,mun_seat_cap_povs_1530_1549,mun_seat_cap_vilas_1530_1549,mun_seat_cap_time_auto,mun_seat_cap_treat,mun_treat,mun_poly_runvarm,mun_poly_runvarkm,mun_poly_runvarm_abs,mun_poly_runvarkm_abs,mun_poly_uf
276,24576.66118132191,1,1338679.5,-2401726.5,1340682.426008711,-2377231.591095799,85.3253771363939,3305000,São João da Barra,256748.8248605184,1611621564.046875,1333015.900249817,-2435921.838505868,3305000,541,São João da Barra,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1338946,-2449657.5,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-24576.66118132191,-24.57666118132191,24576.66118132191,24.57666118132191,33
277,32317.94892391691,1,1260755.25,-2403379.5,1263193.764220085,-2371153.680056245,85.67269913589638,3300902,Cambucy,148050.6485351839,827951733.484375,1250357.616589161,-2421810.599665206,3300902,542,Cambucy,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1250771.75,-2435177.5,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-32317.94892391691,-32.31794892391692,32317.94892391691,32.31794892391692,33
278,52246.51367340449,2,1269146.5,-2424000,1273088.701494359,-2371902.425791568,85.67269913589629,3304805,São Fidelis,160817.7706983729,1049162348.78125,1262799.951029224,-2445664.432792519,3304805,544,São Fidelis,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1267097.125,-2444478.25,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-52246.51367340449,-52.24651367340449,52246.51367340449,52.24651367340449,33
279,67203.47530295131,2,1247837.125,-2437387.25,1252907.887088003,-2370375.352066564,85.67269913589614,3302106,Itaocara,114563.8078950104,437601030.96875,1231771.124370975,-2450877.756599308,3302106,545,Itaocara,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1232207.875,-2445499.25,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-67203.47530295131,-67.2034753029513,67203.47530295131,67.2034753029513,33
280,78531.80094392606,2,1216043.5,-2446362.5,1221827.721314488,-2368044.005739184,85.77608243450659,3301108,Cantagallo,154395.2616991268,960555019.046875,1204734.185318958,-2468874.817007354,3301108,546,Cantagallo,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1200162.125,-2477188,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-78531.80094392606,-78.53180094392606,78531.80094392606,78.53180094392606,33
281,82074.47486997566,2,1245193.875,-2452100.75,1251386.711511613,-2370260.245351491,85.67269913589628,3305307,São Sebastião do Alto,129135.0877067651,404326910.25,1228393.418069801,-2468276.99382606,3305307,547,São Sebastião do Alto,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1224396.5,-2476349.5,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-82074.47486997566,-82.07447486997566,82074.47486997566,82.07447486997566,33
282,88320.47209052392,2,1192314,-2454449,1198695.617564298,-2366359.382294188,85.85646848753639,3301207,Carmo,95737.54659909161,361949730.359375,1180489.691551538,-2467225.538539275,3301207,548,Carmo,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1175783.5,-2469986.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-88320.47209052392,-88.32047209052392,88320.47209052392,88.32047209052392,33
283,90435.73165478371,2,1242690.75,-2460296.5,1249514.475669076,-2370118.574053961,85.6726991358962,3304607,Santa Maria Magdalena,158454.3452641476,832961312.640625,1247160.429572162,-2479500.982282307,3304607,549,Santa Maria Magdalena,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1237457.875,-2477148.25,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-90435.73165478371,-90.43573165478371,90435.73165478371,90.43573165478371,33
284,98303.95812557278,2,1170094.25,-2462863.75,1176991.265436458,-2364802.037995652,85.97681717501631,3305406,Sapucaia,123529.5771374016,546467302.46875,1152999.416102732,-2478524.405392545,3305406,550,Sapucaia,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1143775.25,-2474563.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-98303.95812557278,-98.30395812557278,98303.95812557278,98.30395812557278,33
285,102811.4918417129,2,1186623.5,-2468565.75,1194052.169781976,-2366022.989553497,85.8564684875363,3301603,Duas Barras,102977.6092600137,349938866.15625,1186336.244841612,-2485754.810315093,3301603,551,Duas Barras,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1183754.5,-2483854.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-102811.4918417129,-102.8114918417129,102811.4918417129,102.8114918417129,33
286,109017.5788184544,2,1166961.5,-2473383.5,1174610.184125167,-2364634.568407127,85.97681717501625,3305703,Sumidouro,113704.2657509189,401566741.90625,1168305.843965361,-2489587.103309342,3305703,553,Sumidouro,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1168010.625,-2482519.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-109017.5788184544,-109.0175788184544,109017.5788184544,109.0175788184544,33
287,119125.2546542869,1,1055516.875,-2476007.25,1063142.018103763,-2357126.286473051,86.33001912066082,3306107,Valença,222237.5173360031,1326151387.257813,1044760.619967068,-2494597.596483334,3306107,554,Valença,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1060928.5,-2496961.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-119125.2546542869,-119.1252546542869,119125.2546542869,119.1252546542869,33
288,117964.9851600116,2,1074196.875,-2476042.75,1081747.749881139,-2358319.67659325,86.33001912066091,3304508,Santa Thereza,113194.6119931564,484474991.84375,1078175.172072581,-2488491.302456168,3304508,555,Santa Thereza,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1073325.875,-2489025,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-117964.9851600116,-117.9649851600116,117964.9851600116,117.9649851600116,33
289,113346.6073477998,2,1221065.125,-2481643,1229413.613819378,-2368604.262694203,85.77608243450653,3305901,São Francisco de Paula,138621.5485611747,599004492.515625,1220727.57834678,-2495575.097949037,3305901,556,São Francisco de Paula,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1230506,-2488830.5,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-113346.6073477998,-113.3466073477998,113346.6073477998,113.3466073477998,33
290,109813.8124384449,2,1294706.000100002,-2483726.5,1303280.965563536,-2374247.993572642,85.52141951394348,3302403,Macahé,323846.2798070312,2640414735.392703,1259491.627070357,-2507636.9738237,3302403,563,Macahé,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1256482.25,-2525715.25,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,-109813.8124384449,-109.8138124384449,109813.8124384449,109.8138124384449,33
291,121971.8872982129,2,1138912.875,-2484402.75,1147266.5138562,-2362717.261921314,86.07283914923164,3303906,Petropolis,235083.3034355649,1030838475.265625,1121005.962241636,-2512747.896620734,3303906,564,Petropolis,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1112488.875,-2529805.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-121971.8872982129,-121.9718872982128,121971.8872982129,121.9718872982128,33
292,126255.6902747874,2,1159949.25,-2490171,1168807.361731915,-2364226.436070833,85.97681717501636,3305802,Terezopolis,136801.2430015652,783429035.796875,1145394.625853742,-2510618.499372264,3305802,557,Terezopolis,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1135115.875,-2520995.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-126255.6902747874,-126.2556902747874,126255.6902747874,126.2556902747874,33
293,124560.321822469,2,1201399.25,-2491442,1210399.386873613,-2367207.257239477,85.8564684875363,3300506,Bom Jardim,97015.77054898918,391087506.640625,1197847.947934474,-2501779.801168062,3300506,558,Bom Jardim,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1193418.25,-2495980.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-124560.321822469,-124.560321822469,124560.321822469,124.560321822469,33
294,139167.0316640861,1,1000176.0625,-2492616.75,1008543.655562001,-2353701.50213807,86.55294001077499,3304201,Rezende,232288.9407570242,1404163060.351563,977614.6402042202,-2513386.41447151,3304201,559,Rezende,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,982572.5625,-2516894.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-139167.0316640861,-139.1670316640861,139167.0316640861,139.1670316640861,33
295,138943.9913165725,1,1010685.9375,-2493035.5,1019203.408920725,-2354352.821184018,86.4854807496551,3300407,Barra Mansa,192071.6584162572,1025598357.984375,1009598.238687437,-2517730.672277628,3300407,560,Barra Mansa,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1010293.6875,-2527147.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-138943.9913165725,-138.9439913165725,138943.9913165725,138.9439913165725,33
296,136389.902509575,2,1084922.875,-2495207.75,1093966.694150297,-2359118.019153958,86.19800930333444,3306206,Vassouras,211048.1711241372,1317778136.125,1078269.175944773,-2517086.216812102,3306206,561,Vassouras,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1063602,-2514963.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-136389.902509575,-136.389902509575,136389.902509575,136.389902509575,33
297,130004.7362448053,2,1180480.75,-2495385.25,1189874.274384827,-2365720.323571482,85.85646848753632,3303401,Nova Friburgo,171975.3916683674,947235230.171875,1183583.189187248,-2514147.092828919,3303401,562,Nova Friburgo,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1180831.5,-2509709.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-130004.7362448053,-130.0047362448053,130004.7362448053,130.0047362448053,33
298,145245.908236117,1,1027215.125,-2500372.5,1036286.105401836,-2355410.121522396,86.41940110010626,3300308,Barra do Pirahy,169743.3108102943,663954833.609375,1039585.842804291,-2517195.241530981,3300308,565,Barra do Pirahy,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1046351.125,-2521221.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-145245.908236117,-145.2459082361169,145245.908236117,145.2459082361169,33
299,152424.9449639099,2,1160071.5,-2516413.5,1170765.649232266,-2364364.169125284,85.97681717501631,3300803,Sant'Anna de Japuhyba,158161.6042332079,971227428.625,1158603.807147318,-2534412.024768504,3300803,1285,Sant'Anna de Japuhyba,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1161683.585000001,-2540217.8105,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-152424.9449639099,-152.4249449639099,152424.9449639099,152.4249449639099,33
300,152293.8695077723,2,1211657,-2520001.5,1222874.130327899,-2368121.288396061,85.77608243450658,3301306,Barra de São João,176411.1206204341,706976869.90625,1225692.390924632,-2534757.274965173,3301306,1286,Barra de São João,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1233605.3202,-2548268.9848,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-152293.8695077723,-152.2938695077723,152293.8695077723,152.2938695077723,33
301,166325.4493424984,2,1026212,-2521430.5,1036599.451940194,-2355429.729094639,86.41940110010621,3304003,Pirahy,161220.702464051,589968529.3956139,1035873.170712985,-2537580.227861804,3304003,566,Pirahy,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1037705.125,-2538537,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-166325.4493424984,-166.3254493424984,166325.4493424984,166.3254493424984,33
302,157868.0824173319,2,1205721.125,-2525152.5,1217348.821248143,-2367713.216064616,85.77608243450661,3305604,Capivary,147099.7812464333,954162092.359375,1190484.096017482,-2542709.609463942,3305604,567,Capivary,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1191964.125,-2552249.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-157868.0824173319,-157.8680824173319,157868.0824173319,157.8680824173319,33
303,163115.5441990057,2,1137962.5,-2525578,1149133.995155596,-2362845.463439771,86.07283914923168,3302502,Magé,142453.2784725215,756496210.4375,1125839.68456673,-2541262.529357729,3302502,568,Magé,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1125443.125,-2547414,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-163115.5441990057,-163.1155441990057,163115.5441990057,163.1155441990057,33
304,165685.2913842864,2,1100644,-2525612.5,1111630.354441001,-2360291.854594798,86.19800930333443,3303500,Iguassú,193795.1753496752,1337155936.578125,1085512.28494521,-2547425.840872635,3303500,569,Iguassú,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1082510,-2556288,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-165685.2913842864,-165.6852913842864,165685.2913842864,165.6852913842864,33
305,168653.8879900321,2,1038286.9789,-2588553.2755,892034.448524073,-2672543.342131671,-150.1320623389815,3302007,Itaguahy,232065.1299777848,742471300.3137403,1051879.588977125,-2553789.893622837,3302007,571,Itaguahy,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1048579.5,-2564375,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-168653.8879900321,-168.653887990032,168653.8879900321,168.653887990032,33
306,173540.9252109188,2,1218878.25,-2541839.75,1231660.321803722,-2368770.193568298,85.77608243450655,3300704,Cabo Frio,238354.6701884716,643460595.6875,1223580.949085092,-2568205.891078696,3300704,572,Cabo Frio,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1228116.75,-2580991.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-173540.9252109188,-173.5409252109188,173540.9252109188,173.5409252109188,33
307,174707.7164368899,2,1213916.25,-2542643.25,1226784.261239692,-2368410.071559934,85.77608243450658,3300209,Araruama,133295.7349720542,646141196.28125,1201130.33115709,-2564728.811145538,3300209,573,Araruama,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1194989.875,-2577575.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-174707.7164368899,-174.7077164368899,174707.7164368899,174.7077164368899,33
308,183900.3770493985,2,1151168.375,-2547340.5,1164070.84366418,-2363893.300562994,85.97681717501632,3301900,Itaborahy,122191.8358506543,579637129.859375,1146882.116787059,-2560810.271823145,3301900,574,Itaborahy,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1143238.125,-2559081.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-183900.3770493985,-183.9003770493985,183900.3770493985,183.9003770493985,33
309,182160.3759060235,2,1175672.625,-2547329.25,1188834.668033573,-2365645.00969995,85.85646848753638,3304300,Rio Bonito,111846.3661748942,470095519.203125,1171068.581149393,-2560121.278825215,3304300,575,Rio Bonito,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1167446,-2556846.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-182160.3759060235,-182.1603759060235,182160.3759060235,182.1603759060235,33
310,186226.4368287472,2,1218525.375,-2554533.75,1232241.791945475,-2368813.138111849,85.77608243450655,3305208,São Pedro d’Aldeia,85795.92348211014,400476272.140625,1216872.655924648,-2570124.949775164,3305208,576,São Pedro d’Aldeia,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1219872.125,-2575765,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-186226.4368287472,-186.2264368287472,186226.4368287472,186.2264368287472,33
311,194925.5199582227,2,1129177.375,-2556859.75,1142527.479140036,-2362391.929910316,86.07283914923164,3304904,São Gonçalo,70692.37572799735,252350637.703125,1128574.797921464,-2567164.438762689,3304904,577,São Gonçalo,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1122638.625,-2566847.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-194925.5199582227,-194.9255199582227,194925.5199582227,194.9255199582227,33
312,118226.9338589943,1,987092.1251000017,-2602246.5,892034.448524073,-2672543.342131671,-143.5164158415939,3300100,Angra dos Reis,360996.9753356716,817759984.0664834,988569.5440036836,-2575417.693689536,3300100,578,Angra dos Reis,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,991863.75,-2577893.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-118226.9338589943,-118.2269338589943,118226.9338589943,118.2269338589943,33
313,184225.8194482689,2,1046096.625,-2571528.5,892034.448524073,-2672543.342131671,-146.7481135091198,3099901,Distrito Federal,333439.0582186105,1200816552.220756,1080976.297917181,-2574668.914063176,3099901,579,Rio de Janeiro,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,1106292.125,-2574190.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-184225.8194482689,-184.2258194482689,184225.8194482689,184.2258194482689,30
