mun_poly_fid,mun_poly_bdr_line_distm,mun_poly_bdr_line_rankn,mun_poly_bdr_line_fromx,mun_poly_bdr_line_fromy,mun_poly_bdr_line_nearx,mun_poly_bdr_line_neary,mun_poly_bdr_line_angle,mun_poly_codi,mun_poly_nome,mun_poly_lenm,mun_poly_arm2,mun_poly_cenx,mun_poly_ceny,mun_seat_codi,mun_seat_fid,mun_seat_nome,mun_seat_cap_poly_name,mun_seat_cap_poly_code,mun_seat_cap_poly_abbr,mun_seat_cap_poly_dnam,mun_seat_cap_poly_limt,mun_seat_cap_poly_type,mun_seat_pntx,mun_seat_pnty,mun_seat_cap_poly_fid,mun_seat_cap_poly_lenm,mun_seat_cap_poly_arm2,mun_seat_cap_poly_cenx,mun_seat_cap_poly_ceny,mun_seat_cap_don_death_year,mun_seat_cap_don_death_type,mun_seat_cap_don_letter_date,mun_seat_cap_foral_date,mun_seat_cap_otherdocs_date,mun_seat_cap_grant_date,mun_seat_cap_trnsfr_year,mun_seat_cap_crown_year,mun_seat_cap_settle_year,mun_seat_cap_pop1536_prtgs,mun_seat_cap_pop1546_prtgs,mun_seat_cap_pop1546_afrcns,mun_seat_cap_povs_1530_1549,mun_seat_cap_vilas_1530_1549,mun_seat_cap_time_auto,mun_seat_cap_treat,mun_treat,mun_poly_runvarm,mun_poly_runvarkm,mun_poly_runvarm_abs,mun_poly_runvarkm_abs,mun_poly_uf
957,337745.3723227888,4,1671568,-426425.9686999992,1661257.803173394,-764013.93703841,-91.74931353130212,2399912,Paracurú,179565.7667243376,1499649892.466563,1658013.486468865,-404768.7011725863,2399912,1261,Paracurú,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1663411.625,-389963.9061999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-337745.3723227888,-337.7453723227888,337745.3723227888,337.7453723227888,23
958,83503.92001454732,2,1659408.5,-847500.3125,1661957.585558811,-764035.3089319789,88.25068646869784,2302503,Brejo dos Santos,142868.1148924604,702688577.8007813,1662026.005687923,-862307.9537286528,2302503,1019,Brejo dos Santos,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,1656948.125,-856880.625,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,83503.92001454732,83.50392001454732,83503.92001454732,83.50392001454732,23
959,87949.6776342033,2,1638525.125,-851314.8125,1641170.523575322,-763404.9287420404,88.27636619462265,2399941,Porteiras,65765.39219394316,196458922.8242188,1641973.583804609,-861573.3594685553,2399941,1229,Porteiras,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,1642111.5,-861108.1875,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,87949.6776342033,87.9496776342033,87949.6776342033,87.9496776342033,23
960,247422.8991573907,3,1663192.125,-516534.75,1655639.160551729,-763842.3393608837,-91.74931353130211,2399917,Coité,77951.74080770381,160978103.3124888,1662712.477615778,-505523.226881328,2399917,1225,Coité,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1659775,-505220.5625,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-247422.8991573907,-247.4228991573907,247422.8991573907,247.4228991573907,23
961,31627.40214896145,1,1514596.75,-728114.25,1513712.315735827,-759729.2834923828,-91.60243820205901,2399918,Arneiroz,168123.2174046905,965823630.1289063,1530635.758559089,-710357.5939677234,2399918,1227,Arneiroz,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1531125.25,-719581.5,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-31627.40214896145,-31.62740214896145,31627.40214896145,31.62740214896145,23
962,64777.13768837786,2,1458054.75,-693391.0625,1456314.520672739,-758144.8204526285,-91.53942882984103,2399929,Independencia,401445.087357931,5011738445.69496,1494353.93405607,-632839.2237545814,2399929,992,Independencia,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1517297.625,-613731.4375,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-64777.13768837786,-64.77713768837786,64777.13768837786,64.77713768837786,23
963,7677.772883338674,2,1475639.125,-750984.25,1475431.26141254,-758659.2085782035,-91.55138239264856,2313302,Tauhá,478642.0504049105,6857134181.31051,1506196.028229939,-688736.6294139343,2313302,996,Tauhá,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1517427.875,-682749.5,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-7677.772883338674,-7.677772883338673,7677.772883338674,7.677772883338673,23
964,249995.4778153656,3,1735560,-516209.25,1727648.573238329,-766079.5128459971,-91.81350103750873,2303501,Cascavel,151325.2906317184,925899756.7102405,1743049.907045381,-484386.1507933829,2303501,972,Cascavel,Rio Grande do Norte 1,1B,RN1,Aires da Cunha,Mucuripe,Actual,1750173.75,-474086.25,23,8.954763732048743,3.841045694990605,-37.65268863505623,-5.578087636514122,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,-249995.4778153656,-249.9954778153656,249995.4778153656,249.9954778153656,23
965,236244.5744948006,3,1754856.375,-530586.5,1747270.677811462,-766709.2565830816,-91.84005560470396,2399921,Beberibe,204971.8872473502,1679813522.156399,1763201.314291027,-505246.8870358698,2399921,1230,Beberibe,Rio Grande do Norte 1,1B,RN1,Aires da Cunha,Mucuripe,Actual,1761811.125,-479932.25,23,8.954763732048743,3.841045694990605,-37.65268863505623,-5.578087636514122,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,-236244.5744948006,-236.2445744948006,236244.5744948006,236.2445744948006,23
966,270617.8651817809,3,1658876.5,-493197.375,1650736.707629345,-763692.7959144901,-91.72363380537746,2399924,Caridade,135441.1554673969,813586767.0082947,1651221.684189373,-477447.6312135872,2399924,1223,Caridade,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1643817,-483630.0311999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-270617.8651817809,-270.6178651817809,270617.8651817809,270.6178651817809,23
967,221740.2634478345,3,1624113,-541055.5,1617575.2885703,-762699.3647090801,-91.68953332142631,2302800,Canindé,416772.1772157003,3825466378.862473,1618655.468663288,-498677.4991827797,2302800,973,Canindé,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1630314.75,-497842.875,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-221740.2634478345,-221.7402634478345,221740.2634478345,221.7402634478345,23
968,345214.5803306692,3,1509867.75,-414272.0936999992,1500214.108455292,-759351.6695630258,-91.60243820205905,2399933,Meruóca,61126.1048564056,159707326.2497721,1505807.744811714,-407405.1611710664,2399933,1226,Meruóca,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1504925.125,-402586.25,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-345214.5803306692,-345.2145803306693,345214.5803306692,345.2145803306693,23
969,283334.0680966229,3,1577560,-478070.5311999992,1569537.801511464,-761291.0079943021,-91.62246479277691,2312908,Sobral,439180.3204009653,3832689727.196074,1521476.191161796,-437234.9537323216,2312908,961,Sobral,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1516376.75,-419181.9061999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-283334.0680966229,-283.334068096623,283334.0680966229,283.334068096623,23
970,264180.5235407848,3,1663268.875,-499771.6561999992,1655204.358299951,-763829.0601648905,-91.74931353130215,2399935,Mulungú,70768.47437225159,105709655.0675347,1663324.639706841,-492851.0700932365,2399935,1224,Mulungú,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1665423.375,-492433.5311999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-264180.5235407848,-264.1805235407849,264180.5235407848,264.1805235407849,23
971,270597.5676882978,4,1670730.375,-493579.5,1662469.968160137,-764050.95749166,-91.74931353130214,2399937,Pacoty,68541.55018810189,208670772.4830937,1672544.98424719,-483246.9969905321,2399937,976,Pacoty,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1673710,-483379,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-270597.5676882978,-270.5975676882978,270597.5676882978,270.5975676882978,23
972,190539.8162642897,2,1430521,-566856,1425489.291682466,-757329.3668874379,-91.51322266566429,2305902,Ipueiras,284301.7936032125,4348628699.954045,1460517.539618965,-535097.4721551491,2305902,981,Ipueiras,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1473768.75,-515695.8125,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-190539.8162642897,-190.5398162642897,190539.8162642897,190.5398162642897,23
973,22392.41295223196,1,1760263.125,-744722.6875,1759544.115624485,-767103.5539564446,-91.84005560470349,2407401,Martins,215324.4550009038,1497267750.039063,1778438.48521837,-712853.4403469405,2407401,521,Martins,Rio Grande do Norte 1,1B,RN1,Aires da Cunha,Mucuripe,Actual,1780730.625,-699651.125,23,8.954763732048743,3.841045694990605,-37.65268863505623,-5.578087636514122,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,-22392.41295223196,-22.39241295223196,22392.41295223196,22.39241295223196,24
974,17637.17586923762,2,1755671.75,-749332.875,1755105.428950337,-766960.9563791838,-91.84005560470391,2409407,Páo dos Ferros,205283.0685139196,1250370733.898438,1747091.479760771,-717422.583354431,2409407,520,Páo dos Ferros,Rio Grande do Norte 1,1B,RN1,Aires da Cunha,Mucuripe,Actual,1747672.75,-701386.3125,23,8.954763732048743,3.841045694990605,-37.65268863505623,-5.578087636514122,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,-17637.17586923762,-17.63717586923762,17637.17586923762,17.63717586923762,24
975,0,1,1882714.91405,-771222.0993999997,1882714.91405,-771222.0993999997,0,2405702,Jardim do Seridó,250857.6879008632,1873543806.78125,1907569.251358563,-773140.3479236033,2405702,538,Jardim do Seridó,Rio Grande do Norte 1,1B,RN1,Aires da Cunha,Mucuripe,Actual,1904620,-760889.25,23,8.954763732048743,3.841045694990605,-37.65268863505623,-5.578087636514122,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,0,0,0,0,24
976,0,1,1867715.169799998,-770705.3180999998,1867715.169799998,-770705.3180999998,0,2402006,Caicó,323800.4345107002,3232075454.546875,1871168.948259386,-727570.8319272415,2402006,528,Caicó,Rio Grande do Norte 1,1B,RN1,Aires da Cunha,Mucuripe,Actual,1869363.625,-745127.75,23,8.954763732048743,3.841045694990605,-37.65268863505623,-5.578087636514122,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,0,0,0,0,24
977,133973.3078928926,2,2076592.5,-644206.1875,2071463.840382762,-778081.2937680972,-92.19388752281613,2414407,Touros,285126.6983047476,2795056772.425781,2028714.43003455,-612386.3222499969,2414407,506,Touros,Rio Grande do Norte 2,2B,RN2,Joao de Barros,Ponto intermediario,Actual,2055065.625,-604971.75,24,6.625383854632497,2.373052042595666,-35.9091886469508,-5.930120552831927,,,08/03/1535,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,-133973.3078928926,-133.9733078928926,133973.3078928926,133.9733078928926,24
978,109986.356851834,2,2000211.125,-665357.9375,1996238.197366407,-775272.5158759243,-92.07008872426742,2413904,Taipú,223909.8342744948,2023439479.386719,2016086.579901865,-640357.4295453809,2413904,511,Taipú,Rio Grande do Norte 2,2B,RN2,Joao de Barros,Ponto intermediario,Actual,2038548.625,-653665.6875,24,6.625383854632497,2.373052042595666,-35.9091886469508,-5.930120552831927,,,08/03/1535,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,-109986.356851834,-109.986356851834,109986.356851834,109.986356851834,24
979,35306.31417392816,1,2116401.75,-813199.6875,2106162.958219715,-779410.5921669181,106.8578893307956,2599903,Cabedello,36559.7200765957,27510783.5234375,2115760.922802334,-821250.0630235397,2599903,1232,Cabedello,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,2117289.5,-814968.1875,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,35306.31417392816,35.30631417392816,35306.31417392816,35.30631417392816,25
980,0,1,1929983.2432,-772877.6912500001,1929983.2432,-772877.6912500001,0,2511400,Picuhy,340857.1495088887,3814361614.125,1965585.547453104,-769019.4448784054,2511400,720,Picuhy,Rio Grande do Norte 2,2B,RN2,Joao de Barros,Ponto intermediario,Actual,1951771.375,-759156.0625,24,6.625383854632497,2.373052042595666,-35.9091886469508,-5.930120552831927,,,08/03/1535,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,0,0,0,0,25
981,21951.34615117347,1,1998995.875,-797337.875,1999788.801615763,-775400.8545726344,87.92991127573248,2500403,Alagôa Nova,153756.9223634835,609663136.8632813,2005415.075474792,-815885.8246178342,2500403,739,Alagôa Nova,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,2014818.75,-821329,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,21951.34615117347,21.95134615117347,21951.34615117347,21.95134615117347,25
982,34798.37287424797,1,1717504,-800574.125,1718605.239033705,-765793.1815498024,88.18649896249136,2514503,São José de Piranhas,171614.4674825479,1071622101.21875,1712392.759886406,-819679.5575296672,2514503,734,São José de Piranhas,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,1711716.75,-816040.1875,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,34798.37287424797,34.79837287424797,34798.37287424797,34.79837287424797,25
983,64250.08476903807,2,2085513.75,-842916.75,2087973.320643896,-778713.7601546956,87.80611247718403,2599906,Pedras de Fogo,133525.8369766861,515903523.7382813,2092849.990612168,-861245.0750328542,2599906,1233,Pedras de Fogo,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,2084110,-862710.4375,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,64250.08476903807,64.25008476903807,64250.08476903807,64.25008476903807,25
984,30372.45276702577,1,2082030.125,-808880.8125,2083192.819080132,-778530.6225572461,87.80611247718387,2599904,EspIrito Santo,137774.925086017,893393029.3710938,2075614.842432985,-827107.636267054,2599904,738,EspIrito Santo,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,2088672.5,-832346.5,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,30372.45276702577,30.37245276702577,30372.45276702577,30.37245276702577,25
985,86318.77930668159,2,2058022.375,-863949.75,2061276.193270999,-777692.319435121,87.839702611672,2615300,Timbaúba,104107.109046847,440618660.59375,2055289.90070158,-876331.1668149284,2615300,664,Timbaúba,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,2061335.25,-873787.0625,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,86318.77930668159,86.31877930668159,86318.77930668159,86.31877930668159,26
986,95631.20950290719,2,2078974.375,-874070.375,2082635.252902017,-778509.2625955525,87.80611247718379,2609501,Nazareth,171655.0276260879,928553405.1757813,2066999.183265348,-894243.9928377445,2609501,673,Nazareth,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,2070145,-901717.5,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,95631.20950290719,95.6312095029072,95631.20950290719,95.6312095029072,26
987,125893.4158384614,2,2050439.75,-903266.5,2055185.34881342,-777462.559507749,87.83970261167194,2610608,Páo d’Alho,125813.4402924246,572316744.6054688,2068863.817375748,-917330.2416793271,2610608,679,Páo d’Alho,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,2074648,-919988.9375,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,125893.4158384614,125.8934158384614,125893.4158384614,125.8934158384614,26
988,160141.0051226909,2,2091543.375,-939109,2097673.765590141,-779085.3772659861,87.80611247718402,2607901,Jaboatão,109895.075326654,472016649.640625,2086086.960673006,-949918.8492310611,2607901,690,Jaboatão,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,2091682,-945981.9375,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,160141.0051226909,160.1410051226909,160141.0051226909,160.1410051226909,26
989,195266.4153890058,2,2030155.25,-971925.75,2037432.575627641,-776794.9899682177,87.86416610684229,2602308,Bonito,170224.7305434092,774024373.6796875,2010184.329413522,-983876.8675435138,2602308,704,Bonito,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,2011205.875,-983848,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,195266.4153890058,195.2664153890058,195266.4153890058,195.2664153890058,26
990,196663.6729528263,2,2006486.25,-1035404.875,1926633.389185002,-1215127.218850053,-113.956169646145,2610004,Palmares,225529.7628630434,1073736176.765625,2013856.272027781,-1009358.649287984,2610004,708,Palmares,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,2025102,-1009290.25,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,196663.6729528263,196.6636729528263,196663.6729528263,196.6636729528263,26
991,171931.5346234411,2,1961082.25,-1046682.1875,1926633.389185002,-1215127.218850053,-101.5582356348641,2603702,Canhotinho,203897.8572399148,987061143.7460938,1949319.029124908,-1018855.92073561,2603702,711,Canhotinho,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1958129.75,-1029158.6875,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,171931.5346234411,171.9315346234411,171931.5346234411,171.9315346234411,26
992,161538.8998810748,2,1919578.625,-1052944.25,1910587.813460132,-1214232.75387626,-93.19057444309203,2606002,Garanhuns,228930.6139967676,1655252760.621094,1919634.705403275,-1028444.949297146,2606002,713,Garanhuns,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1924942.25,-1028511.0625,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,161538.8998810748,161.5388998810749,161538.8998810748,161.5388998810749,26
993,143066.9448987318,2,1922087.75,-1071584.75,1914125.036745693,-1214429.931648827,-93.19057444309215,2604700,Correntes,174045.5516261849,736450916.9335938,1938477.82650436,-1053720.890481799,2604700,717,Correntes,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1941482.25,-1056948.625,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,143066.9448987318,143.0669448987318,143066.9448987318,143.0669448987318,26
994,187742.9060606353,2,1973811.5,-1033408.6875,1926633.389185002,-1215127.218850053,-104.5539226523814,2611507,Quipapá,148161.6283612323,607482334.3515625,1977853.636882085,-1020324.139423458,2611507,712,Quipapá,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1978145,-1023804.6875,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,187742.9060606353,187.7429060606352,187742.9060606353,187.7429060606352,26
995,149149.7894238477,2,1978471,-923877.5,1983858.589305689,-774825.0475993389,87.92991127573271,2604106,Caruarú,256611.6646364874,1947703544.007813,1977478.83449056,-951815.8493946783,2604106,684,Caruarú,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1984960.125,-960916.9375,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,149149.7894238477,149.1497894238477,149149.7894238477,149.1497894238477,26
996,140898.934991028,2,1923543.375,-913637,1928519.56900392,-772825.9657205754,87.97603708259787,2602605,Brejo da Madre de Deus,265745.4985565204,2244679730.503906,1939003.914452169,-940558.8785815827,2602605,681,Brejo da Madre de Deus,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1942176.875,-943066.125,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,140898.934991028,140.898934991028,140898.934991028,140.898934991028,26
997,96757.36234812604,2,2041041.125,-873755.1875,2044688.429514623,-777066.5928347337,87.83970261167195,2602209,Bom Jardim,211457.1690350427,1218786571.308594,2024324.319131405,-905619.1661245287,2602209,675,Bom Jardim,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,2030262.5,-906274.8125,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,96757.36234812604,96.75736234812604,96757.36234812604,96.75736234812604,26
998,167812.7036664642,2,1906970.25,-939983.625,1912824.145734008,-772273.0546217919,88.00091666273116,2610905,Pesqueira,262760.8649990647,2135235972.246094,1897561.357814054,-968248.9294634747,2610905,702,Pesqueira,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1896031.125,-978139.75,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,167812.7036664642,167.8127036664642,167812.7036664642,167.8127036664642,26
999,134378.4838952227,2,1731071,-1070177.5,1724386.676073809,-1204389.633384536,-92.85121287317521,2699905,Tacaratú,427588.2835532339,4412979643.628906,1756805.881083989,-1022885.353206387,2699905,1262,Tacaratú,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1741789.75,-1044994.0625,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,134378.4838952227,134.3784838952226,134378.4838952227,134.3784838952226,26
1000,137280.7351394351,2,1809472,-906100.25,1814003.886105327,-768894.338142121,88.10821866873125,2614105,Alagôa de Baixo,433232.0343397217,5952733466.363281,1816055.664917997,-958554.4251088044,2614105,680,Alagôa de Baixo,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1844154.25,-930567.8125,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,137280.7351394351,137.2807351394351,137280.7351394351,137.2807351394351,26
1001,106772.538386869,2,1793229.75,-875038.9375,1796754.505186185,-768324.5942538698,88.10821866873127,2605608,Flôres,315194.7416593065,3185062185.980469,1772449.724688263,-923319.4925802908,2605608,672,Flôres,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1766809.125,-903608.1875,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,106772.538386869,106.772538386869,106772.538386869,106.772538386869,26
1002,171463.3477653931,2,1617593.125,-934237.8125,1622648.489646142,-762849.0062283806,88.3104666785737,2603009,Cabrobó,389508.5199869963,4605990271.125,1633456.623167223,-972747.1107113537,2603009,687,Cabrobó,Pernambuco,5,PE,Duarte Coelho [Pereira],Sul da I. de Itamaraca,Actual,1617386.75,-971912.125,9,39.81036218719453,35.67569378206576,-42.05965040409371,-9.126712539213928,,,10/03/1534,24/09/1534,25/09/1534,10/03/1534,1554,1821,1537,200,3025,500,3,2,0284,1,1,171463.3477653931,171.4633477653931,171463.3477653931,171.4633477653931,26
1003,71760.95756567764,2,1582853.125,-833468.0625,1584932.309946951,-761737.2321639488,88.33969333359084,2605301,Novo Exú,207956.1962946175,2175074479.847656,1582190.53566045,-858056.9588094451,2605301,661,Novo Exú,Itamaraca,12A,IT,Pero Lopes de Sousa,Baia da Traicao,Actual,1575369.25,-856282.75,5,32.97473225398696,15.66251435206885,-41.76960689286906,-7.245685660255222,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,1539,1753,1585,,,,,1,0168,1,1,71760.95756567764,71.76095756567764,71760.95756567764,71.76095756567764,26
